台湾,#genre#
CCTV3HD,http://112.17.40.145/PLTV/88888888/224/3221226485/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226687/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226554/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226560/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226562/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226645/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226649/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226400/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226556/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226328/index.m3u8
CCTV5+HD,http://112.17.40.145/PLTV/88888888/224/3221226406/index.m3u8
CCTV5+HD,http://112.17.40.145/PLTV/88888888/224/3221226166/index.m3u8
CCTV6HD,http://112.17.40.145/PLTV/88888888/224/3221226487/index.m3u8
CCTV6HD,http://112.17.40.145/PLTV/88888888/224/3221226433/index.m3u8
CCTV7HD,http://112.17.40.145/PLTV/88888888/224/3221226122/index.m3u8
CCTV7HD,http://112.17.40.145/PLTV/88888888/224/3221226470/index.m3u8
CCTV8HD,http://112.17.40.145/PLTV/88888888/224/3221226330/index.m3u8
CCTV8HD,http://112.17.40.145/PLTV/88888888/224/3221226493/index.m3u8
CCTV9HD,http://112.17.40.145/PLTV/88888888/224/3221226561/index.m3u8
CCTV9HD,http://112.17.40.145/PLTV/88888888/224/3221226156/index.m3u8
CCTV10HD,http://112.17.40.145/PLTV/88888888/224/3221226199/index.m3u8
CCTV10HD,http://112.17.40.145/PLTV/88888888/224/3221226472/index.m3u8
CCTV11,http://112.17.40.145/PLTV/88888888/224/3221226219/index.m3u8
CCTV12HD,http://112.17.40.145/PLTV/88888888/224/3221226563/index.m3u8
CCTV13,http://112.17.40.145/PLTV/88888888/224/3221226417/index.m3u8
CCTV13,http://112.17.40.145/PLTV/88888888/224/3221226193/index.m3u8
CCTV14HD,http://112.17.40.145/PLTV/88888888/224/3221226126/index.m3u8
CCTV14HD,http://112.17.40.145/PLTV/88888888/224/3221226565/index.m3u8
CCTV4K超高清,http://112.17.40.145/PLTV/88888888/224/3221226758/index.m3u8
BesTV4K,http://117.148.187.83/PLTV/88888888/224/3221226718/index.m3u8
CETV1,http://112.17.40.145/PLTV/88888888/224/3221226132/index.m3u8
CCTV高尔夫网球,http://112.17.40.145/PLTV/88888888/224/3221226402/index.m3u8

都市剧场HD,http://112.17.40.145/PLTV/88888888/224/3221226825/index.m3u8
湖北卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226494/index.m3u8
东方卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226581/index.m3u8
江西卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226128/index.m3u8
安徽卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226185/index.m3u8
浙江卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226136/index.m3u8
江苏卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226140/index.m3u8
东方卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226142/index.m3u8
山东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226144/index.m3u8
辽宁卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226148/index.m3u8
湖南卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226162/index.m3u8
北京卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226164/index.m3u8
天津卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226182/index.m3u8
湖北卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226197/index.m3u8
黑龙江卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226201/index.m3u8
深圳卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226203/index.m3u8
重庆卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226217/index.m3u8
广东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226225/index.m3u8
广东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226408/index.m3u8
山东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226410/index.m3u8
天津卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226412/index.m3u8
江苏卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226414/index.m3u8
深圳卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226486/index.m3u8
天津卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226488/index.m3u8
安徽卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226490/index.m3u8
黑龙江卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226492/index.m3u8
深圳卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226543/index.m3u8
北京卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226545/index.m3u8
湖北卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226547/index.m3u8
东方卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226549/index.m3u8
浙江卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226551/index.m3u8
湖南卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226553/index.m3u8
黑龙江卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226555/index.m3u8
江西卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226557/index.m3u8
江苏卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226567/index.m3u8
湖南卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226569/index.m3u8
北京卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226583/index.m3u8
广东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226585/index.m3u8
山东卫视HD,http://112.17.40.145/PLTV/88888888/224/3221226587/index.m3u8
茶频道HD,http://112.17.40.145/PLTV/88888888/224/3221226744/index.m3u8
高清3DHD,http://112.17.40.145/PLTV/88888888/224/3221226475/index.m3u8
央视3[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226431/index.m3u8
央视6[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8
央视8[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8
CCTV-11高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225869/1.m3u8
CCTV-15高清,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CETV-1[768*576],http://112.17.40.140/PLTV/88888888/224/3221226132/index.m3u8
动作电影[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8 
河北卫视,http://112.17.40.140/PLTV/88888888/224/3221226110/index.m3u8
113号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226112/index.m3u8
115号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226114/index.m3u8
117号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226116/index.m3u8
121号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
CCTV-7国防军事,http://112.17.40.140/PLTV/88888888/224/3221226122/index.m3u8
125号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226124/index.m3u8
CCTV-14少儿,http://112.17.40.140/PLTV/88888888/224/3221226126/index.m3u8
129号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
131号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226130/index.m3u8
133号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226132/index.m3u8
135号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226134/index.m3u8
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226136/index.m3u8
CCTV-2财经,http://112.17.40.140/PLTV/88888888/224/3221226138/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226140/index.m3u8
东方卫视,http://112.17.40.140/PLTV/88888888/224/3221226142/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8
147号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226146/index.m3u8
149号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226148/index.m3u8
CCTV-1综合,http://112.17.40.140/PLTV/88888888/224/3221226154/index.m3u8
CCTV-9纪录,http://112.17.40.140/PLTV/88888888/224/3221226156/index.m3u8
159号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226158/index.m3u8
161号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226160/index.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226162/index.m3u8
北京卫视,http://112.17.40.140/PLTV/88888888/224/3221226164/index.m3u8
CCTV-5+体育赛事,http://112.17.40.140/PLTV/88888888/224/3221226166/index.m3u8
CCTV-12社会与法,http://112.17.40.140/PLTV/88888888/224/3221226167/index.m3u8
171号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226170/index.m3u8
172号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226171/index.m3u8
173号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226172/index.m3u8
175号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226174/index.m3u8
177号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
178号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
179号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
180号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
182号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226182/index.m3u8
185号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226184/index.m3u8
安徽卫视,http://112.17.40.140/PLTV/88888888/224/3221226185/index.m3u8
187号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226186/index.m3u8
188号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8
191号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226190/index.m3u8
194号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226193/index.m3u8
192号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226191/index.m3u8
湖北卫视,http://112.17.40.140/PLTV/88888888/224/3221226197/index.m3u8
CCTV-10科教,http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226201/index.m3u8
深圳卫视,http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8
210号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226209/index.m3u8
212号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226211/index.m3u8
216号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226215/index.m3u8
218号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226217/index.m3u8
220号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226219/index.m3u8
广东卫视,http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8
236号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226235/index.m3u8
242号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226241/index.m3u8
246号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
315号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226314/index.m3u8
327号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226326/index.m3u8
329号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226328/index.m3u8
CCTV-8电视剧[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8
[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226354/index.m3u8
359号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226358/index.m3u8
361号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226360/index.m3u8
凤凰卫视中文台,http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8
CCTV-5体育,http://112.17.40.140/PLTV/88888888/224/3221226400/index.m3u8
403号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226402/index.m3u8
CCTV-5+体育赛事,http://112.17.40.140/PLTV/88888888/224/3221226406/index.m3u8
409号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226408/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8
418号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226417/index.m3u8
CCTV-3综艺[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226431/index.m3u8
CCTV-6电影[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8
462号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
469号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226468/index.m3u8
471号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226470/index.m3u8
473号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8
475号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226474/index.m3u8
3D[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226475/index.m3u8
480号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
482号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226481/index.m3u8
CCTV-3综艺[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226485/index.m3u8
CCTV-6电影[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226487/index.m3u8
487号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226486/index.m3u8
489号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226488/index.m3u8
491号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226490/index.m3u8
凤凰卫视资讯台,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8
493号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226492/index.m3u8
CCTV-8电视剧[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226493/index.m3u8
495号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226494/index.m3u8
499号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226498/index.m3u8
509号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226508/index.m3u8
511号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226510/index.m3u8
513号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226512/index.m3u8
515号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226514/index.m3u8
517号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226516/index.m3u8
519号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226518/index.m3u8
521号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226520/index.m3u8
523号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226522/index.m3u8
534号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
CCTV-1综合,http://112.17.40.140/PLTV/88888888/224/3221226541/index.m3u8
544号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226543/index.m3u8
546号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226545/index.m3u8
湖北卫视,http://112.17.40.140/PLTV/88888888/224/3221226547/index.m3u8
550号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226549/index.m3u8
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226551/index.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8
557号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226556/index.m3u8
555号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226554/index.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8
江西卫视,http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8
561号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226560/index.m3u8
563号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226562/index.m3u8
562号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226561/index.m3u8
564号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226563/index.m3u8
566号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8
568号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226567/index.m3u8
570号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226569/index.m3u8
582号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226581/index.m3u8
583号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226582/index.m3u8
584号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226583/index.m3u8
586号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226585/index.m3u8
588号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8
590号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226589/index.m3u8
593号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226592/index.m3u8
594号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226593/index.m3u8
595号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226594/index.m3u8
596号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226595/index.m3u8
597号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226596/index.m3u8
599号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226598/index.m3u8
601号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226600/index.m3u8
606号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226605/index.m3u8
记录2,http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8
608号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226607/index.m3u8
记录1,http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8
610号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226609/index.m3u8
求索记录,http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8
612号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226611/index.m3u8
614号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226613/index.m3u8
616号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226615/index.m3u8
618号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226617/index.m3u8
620号[785*576],http://112.17.40.140/PLTV/88888888/224/3221226619/index.m3u8
622号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226621/index.m3u8
639号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226638/index.m3u8
Newtv家庭剧场,http://112.17.40.140/PLTV/88888888/224/3221226642/index.m3u8
653号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226652/index.m3u8
655号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226654/index.m3u8
657号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226656/index.m3u8
659号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226658/index.m3u8
661号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226660/index.m3u8
663号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226662/index.m3u8
665号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226664/index.m3u8
667号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226666/index.m3u8
669号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226668/index.m3u8
683号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226682/index.m3u8
682号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226681/index.m3u8
684号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226683/index.m3u8
686号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226685/index.m3u8
CCTV-5体育,http://112.17.40.140/PLTV/88888888/224/3221226687/index.m3u8
690号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226689/index.m3u8
696号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
725号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226724/index.m3u8
727号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226726/index.m3u8
733号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226732/index.m3u8
736号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226735/index.m3u8
738号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226737/index.m3u8
742号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226741/index.m3u8
746号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226745/index.m3u8
745号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226744/index.m3u8
747号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226746/index.m3u8
748号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8
750号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226749/index.m3u8
752号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226751/index.m3u8
756号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226755/index.m3u8
758号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226757/index.m3u8
电视导视,http://112.17.40.140/PLTV/88888888/224/3221226756/index.m3u8
760号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226759/index.m3u8
CCTV-4K,http://112.17.40.140/PLTV/88888888/224/3221226758/index.m3u8
762号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226761/index.m3u8
764号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226763/index.m3u8
778号[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226777/index.m3u8
785号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226784/index.m3u8
CCTV-4K,http://112.17.40.140/PLTV/88888888/224/3221226809/index.m3u8
818号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226817/index.m3u8
820号[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226819/index.m3u8
838号[768*576],http://112.17.40.140/PLTV/88888888/224/3221226837/index.m3u8

陕西秦岭云,#genre#
1,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225035/index.m3u8
2,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225589/index.m3u8
3,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225695/index.m3u8
4,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225852/index.m3u8
5,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225856/index.m3u8
6,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225857/index.m3u8
7,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225858/index.m3u8
8,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225859/index.m3u8
9,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225860/index.m3u8
10,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225861/index.m3u8
11,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225862/index.m3u8
12,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225863/index.m3u8
13,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225864/index.m3u8
14,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225865/index.m3u8
15,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225866/index.m3u8
16,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225867/index.m3u8
17,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225868/index.m3u8
18,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225869/index.m3u8
19,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225870/index.m3u8
20,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225871/index.m3u8
21,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225873/index.m3u8
22,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225874/index.m3u8
23,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225875/index.m3u8
24,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225876/index.m3u8
25,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225877/index.m3u8
26,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225878/index.m3u8
27,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225879/index.m3u8
28,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225880/index.m3u8
29,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225881/index.m3u8
30,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225882/index.m3u8
31,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225883/index.m3u8
32,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225884/index.m3u8
33,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225885/index.m3u8
34,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225886/index.m3u8
35,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225887/index.m3u8
36,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225888/index.m3u8
37,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225889/index.m3u8
38,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225890/index.m3u8
39,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225891/index.m3u8
40,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225892/index.m3u8
41,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225893/index.m3u8
42,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225894/index.m3u8
43,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225895/index.m3u8
44,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225896/index.m3u8
45,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225897/index.m3u8
46,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225898/index.m3u8
47,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225899/index.m3u8
48,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225902/index.m3u8
49,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225904/index.m3u8
50,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225905/index.m3u8
51,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225906/index.m3u8
52,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225907/index.m3u8
53,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225908/index.m3u8
54,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225909/index.m3u8
55,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225910/index.m3u8
56,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225911/index.m3u8
57,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225912/index.m3u8
58,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225913/index.m3u8
59,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225914/index.m3u8
60,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225915/index.m3u8
61,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225916/index.m3u8
62,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225917/index.m3u8
63,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225918/index.m3u8
64,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225919/index.m3u8
65,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225920/index.m3u8
66,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225921/index.m3u8
